Category,Sub-Category,Profit per Order,Quantity,Sales,Sales per Customer
Office Supplies,Appliances,64.07,4,570,569.54
Office Supplies,Paper,3.52,4,11,10.82
Office Supplies,Appliances,17.13,5,152,152.24
Office Supplies,Paper,29.69,5,91,91.36
Office Supplies,Storage,5.92,5,68,67.64
Office Supplies,Art,2.7,7,24,23.97
Office Supplies,Art,1.43,9,13,12.67
Office Supplies,Art,1.75,9,20,20.02
Office Supplies,Paper,9.63,9,31,30.82
Office Supplies,Binders,-13.36,1,17,17.43
Office Supplies,Binders,-2.63,2,3,3.28
Office Supplies,Binders,-2.01,2,3,2.74
Office Supplies,Binders,-1.48,3,2,2.21
Office Supplies,Binders,-26.62,4,40,39.94
Office Supplies,Binders,-4.23,7,6,6.05
Office Supplies,Appliances,3.63,1,14,13.97
Office Supplies,Art,7.27,1,26,25.98
Office Supplies,Paper,2.34,1,5,4.98
Office Supplies,Storage,4.46,1,30,29.74
Office Supplies,Appliances,5.66,2,22,21.78
Office Supplies,Appliances,60.49,2,242,241.96
Office Supplies,Art,12.3,2,47,47.3
Office Supplies,Art,3.04,2,12,11.68
Office Supplies,Envelopes,20.66,2,44,43.96
Office Supplies,Fasteners,0.08,2,4,3.96
Office Supplies,Fasteners,3.62,2,8,7.86
Office Supplies,Fasteners,1.42,2,3,2.96
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Paper,8.71,2,19,18.54
Office Supplies,Storage,28.61,2,114,114.46
Office Supplies,Storage,7.01,2,27,26.96
Office Supplies,Storage,15.27,2,57,56.56
Office Supplies,Supplies,5.32,2,20,20.46
Office Supplies,Appliances,152.02,3,543,542.94
Office Supplies,Appliances,16.59,3,61,61.44
Office Supplies,Appliances,11.79,3,44,43.68
Office Supplies,Art,1.79,3,7,6.63
Office Supplies,Art,5.7,3,12,12.39
Office Supplies,Art,2.42,3,9,8.64
Office Supplies,Art,2.85,3,10,9.84
Office Supplies,Art,4.66,3,18,17.94
Office Supplies,Envelopes,10.48,3,22,21.84
Office Supplies,Envelopes,2.88,3,6,6.12
Office Supplies,Paper,8.07,3,18,17.94
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,10.73,3,23,22.83
Office Supplies,Storage,8.64,3,30,29.79
Office Supplies,Storage,39.21,3,131,130.71
Office Supplies,Storage,9.72,3,162,161.94
Office Supplies,Storage,30.01,3,115,115.44
Office Supplies,Storage,4.86,3,243,242.94
Office Supplies,Storage,9.59,3,96,95.94
Office Supplies,Appliances,45.77,4,176,176.04
Office Supplies,Appliances,429.58,4,1101,1101.48
Office Supplies,Appliances,15.4,4,45,45.28
Office Supplies,Appliances,15.72,4,58,58.24
Office Supplies,Appliances,62.04,4,214,213.92
Office Supplies,Art,33.46,4,124,123.92
Office Supplies,Art,9.99,4,28,27.76
Office Supplies,Art,3.23,4,12,11.52
Office Supplies,Paper,107.72,4,220,219.84
Office Supplies,Storage,8.88,4,444,443.92
Office Supplies,Storage,0.56,4,28,27.92
Office Supplies,Art,4.76,5,16,16.4
Office Supplies,Art,25.79,5,99,99.2
Office Supplies,Fasteners,3.6,5,11,10.9
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,16.54,5,35,35.2
Office Supplies,Storage,28.63,5,477,477.15
Office Supplies,Appliances,72.58,6,250,250.26
Office Supplies,Labels,10.8,6,23,22.5
Office Supplies,Labels,35.33,6,75,75.18
Office Supplies,Storage,45.81,6,170,169.68
Office Supplies,Labels,41.22,7,88,87.71
Office Supplies,Paper,22.44,7,47,46.76
Office Supplies,Supplies,0.52,7,26,25.76
Office Supplies,Art,4.49,9,16,16.02
Office Supplies,Labels,12.22,9,26,26.01
Office Supplies,Paper,28.86,9,60,60.12
Office Supplies,Paper,27.99,9,58,58.32
Office Supplies,Storage,76.25,9,305,305.01
Office Supplies,Art,1.77,1,8,7.88
Office Supplies,Binders,1.39,1,4,3.98
Office Supplies,Binders,0.5,1,1,1.44
Office Supplies,Art,2.55,2,11,11.33
Office Supplies,Binders,8.86,2,24,24.45
Office Supplies,Binders,19.97,2,53,53.25
Office Supplies,Binders,17.77,2,51,50.78
Office Supplies,Binders,2.96,2,8,8.45
Office Supplies,Paper,2.64,2,8,8.45
Office Supplies,Paper,31.07,2,89,88.77
Office Supplies,Art,0.72,3,7,7.15
Office Supplies,Binders,13.73,3,37,36.62
Office Supplies,Binders,4.13,3,12,11.81
Office Supplies,Binders,13.73,3,37,36.62
Office Supplies,Binders,5.51,3,15,15.19
Office Supplies,Binders,6.42,3,18,17.71
Office Supplies,Binders,6.91,3,20,19.75
Office Supplies,Envelopes,2.48,3,7,7.08
Office Supplies,Storage,-32.93,3,146,146.35
Office Supplies,Binders,62.75,4,186,185.92
Office Supplies,Binders,19.42,4,54,53.57
Office Supplies,Paper,19.62,4,56,56.06
Office Supplies,Binders,2.35,5,7,6.72
Office Supplies,Binders,302.37,5,896,895.92
Office Supplies,Binders,381.24,5,1220,1219.96
Office Supplies,Binders,2.81,5,8,8.32
Office Supplies,Envelopes,36.69,5,109,108.72
Office Supplies,Paper,77.67,5,222,221.92
Office Supplies,Binders,6.69,6,20,19.82
Office Supplies,Binders,30.28,6,90,89.71
Office Supplies,Binders,7,6,22,21.55
Office Supplies,Envelopes,7.43,9,21,21.24
Office Supplies,Binders,20.85,13,62,61.78
Office Supplies,Binders,-1.35,1,2,2.03
Office Supplies,Binders,-3.52,3,4,4.4
Office Supplies,Binders,-40.18,6,55,54.79
Office Supplies,Binders,-7.32,8,10,9.55
Office Supplies,Binders,-23.72,10,32,32.34
Office Supplies,Fasteners,0.65,1,2,1.81
Office Supplies,Paper,3.11,1,6,6.48
Office Supplies,Art,6.51,2,16,16.28
Office Supplies,Binders,5.87,2,13,12.76
Office Supplies,Binders,62.7,2,128,127.96
Office Supplies,Binders,3.88,2,8,8.26
Office Supplies,Fasteners,2.63,2,6,5.84
Office Supplies,Fasteners,2.53,2,8,7.9
Office Supplies,Labels,11.78,2,25,25.06
Office Supplies,Binders,9.16,3,19,18.69
Office Supplies,Storage,23.32,3,333,333.09
Office Supplies,Binders,14.46,4,30,29.52
Office Supplies,Storage,57.5,4,221,221.16
Office Supplies,Binders,19.08,9,38,38.16
Office Supplies,Appliances,107.35,2,644,644.08
Office Supplies,Labels,4.44,1,12,11.84
Office Supplies,Paper,9.57,1,28,28.35
Office Supplies,Paper,1.88,1,5,5.18
Office Supplies,Paper,1.87,1,5,5.34
Office Supplies,Art,1.2,2,19,19.15
Office Supplies,Art,0.33,2,4,4.45
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,11.88,2,37,36.54
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,19.14,2,57,56.7
Office Supplies,Storage,32.66,2,290,290.34
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Paper,5.2,3,14,14.35
Office Supplies,Storage,-44.16,3,221,220.78
Office Supplies,Storage,4.96,4,50,49.63
Office Supplies,Supplies,2.77,4,32,31.68
Office Supplies,Paper,6.6,5,21,21.12
Office Supplies,Art,25,6,95,95.23
Office Supplies,Storage,4.06,6,54,54.19
Office Supplies,Envelopes,19.42,7,60,59.75
Office Supplies,Paper,102.77,7,274,274.06
Office Supplies,Fasteners,2.26,8,12,12.03
Office Supplies,Storage,-35.18,11,281,281.42
Office Supplies,Binders,-6.08,1,4,3.8
Office Supplies,Appliances,-13.55,2,6,5.77
Office Supplies,Binders,-1.89,2,1,1.11
Office Supplies,Appliances,-85.24,4,33,32.78
Office Supplies,Fasteners,1.48,1,3,3.29
Office Supplies,Paper,3.21,1,7,6.68
Office Supplies,Binders,15.94,2,33,32.54
Office Supplies,Paper,9,2,19,18.76
Office Supplies,Storage,0.28,2,14,13.96
Office Supplies,Appliances,297.64,3,902,901.95
Office Supplies,Art,4.49,3,15,15.48
Office Supplies,Art,18.45,3,71,70.95
Office Supplies,Envelopes,5.1,3,11,10.86
Office Supplies,Envelopes,14.67,3,29,29.34
Office Supplies,Paper,9.62,3,20,20.04
Office Supplies,Paper,73.41,3,147,146.82
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,7.02,3,15,14.94
Office Supplies,Storage,12.58,3,45,44.94
Office Supplies,Labels,5.64,4,12,11.52
Office Supplies,Paper,22.5,4,46,45.92
Office Supplies,Paper,12.44,4,26,25.92
Office Supplies,Storage,67.61,4,563,563.4
Office Supplies,Envelopes,89.95,5,200,199.9
Office Supplies,Labels,7.06,5,14,14.4
Office Supplies,Appliances,123.77,7,427,426.79
Office Supplies,Paper,24.88,8,52,51.84
Office Supplies,Labels,44.71,9,93,93.15
Office Supplies,Labels,7.94,1,24,24.42
Office Supplies,Storage,-5.2,1,26,25.98
Office Supplies,Art,4.2,2,56,55.98
Office Supplies,Envelopes,5.54,2,16,15.84
Office Supplies,Paper,3.74,2,11,10.69
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Storage,1.57,2,25,25.12
Office Supplies,Storage,1.68,2,34,33.57
Office Supplies,Storage,3.39,2,54,54.22
Office Supplies,Appliances,1.96,3,26,26.14
Office Supplies,Binders,15.95,3,46,45.58
Office Supplies,Binders,4.68,3,13,12.91
Office Supplies,Paper,4.12,3,11,11.35
Office Supplies,Storage,88.03,3,1006,1006.06
Office Supplies,Binders,5.77,4,17,17.09
Office Supplies,Art,1.93,5,17,17.12
Office Supplies,Binders,207.47,5,664,663.92
Office Supplies,Envelopes,4.89,5,14,14.48
Office Supplies,Paper,15.01,6,40,40.03
Office Supplies,Art,4.67,8,37,37.38
Office Supplies,Binders,-0.6,1,1,0.85
Office Supplies,Binders,-2.06,2,3,2.95
Office Supplies,Binders,-3.46,3,5,5.19
Office Supplies,Binders,-21.89,3,27,27.36
Office Supplies,Binders,-4.49,6,7,6.73
Office Supplies,Appliances,4.68,2,17,17.34
Office Supplies,Binders,28,2,58,58.34
Office Supplies,Binders,6.53,2,14,14.2
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Fasteners,3.79,3,12,11.85
Office Supplies,Labels,7.22,3,15,14.73
Office Supplies,Labels,3.6,3,8,7.83
Office Supplies,Paper,91.95,4,196,195.64
Office Supplies,Storage,17.74,5,355,354.9
Office Supplies,Paper,2.5,1,7,6.67
Office Supplies,Art,1.11,2,4,4.45
Office Supplies,Art,2.27,2,11,10.69
Office Supplies,Art,1.06,2,4,4.03
Office Supplies,Paper,4.99,2,16,15.98
Office Supplies,Storage,-0.77,2,5,4.77
Office Supplies,Art,1.16,3,10,10.27
Office Supplies,Storage,7.46,3,85,85.22
Office Supplies,Paper,9.19,4,25,25.34
Office Supplies,Storage,-0.84,4,67,67.14
Office Supplies,Fasteners,5.19,5,14,14.32
Office Supplies,Labels,39.69,5,122,122.12
Office Supplies,Envelopes,16.52,7,49,48.94
Office Supplies,Paper,108.74,7,311,310.69
Office Supplies,Storage,-33.84,9,150,150.41
Office Supplies,Binders,-11.19,3,13,13.43
Office Supplies,Binders,-29.94,5,37,37.43
Office Supplies,Binders,-10.12,5,13,12.65
Office Supplies,Binders,-52.55,11,69,68.54
Office Supplies,Art,7.54,1,26,25.99
Office Supplies,Paper,3.5,1,8,7.78
Office Supplies,Paper,3.21,1,7,6.68
Office Supplies,Art,2.07,2,6,6.08
Office Supplies,Art,3.06,2,9,9.26
Office Supplies,Labels,3.47,2,7,7.38
Office Supplies,Paper,27.88,2,62,61.96
Office Supplies,Paper,6.35,2,13,12.96
Office Supplies,Storage,3.89,2,78,77.88
Office Supplies,Storage,6.46,2,129,129.3
Office Supplies,Art,2.25,3,8,8.34
Office Supplies,Labels,3.6,3,8,7.83
Office Supplies,Labels,17.67,3,38,37.59
Office Supplies,Paper,60.26,3,123,122.97
Office Supplies,Paper,6.59,3,13,13.44
Office Supplies,Paper,79.89,3,166,166.44
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Storage,13.89,3,51,51.45
Office Supplies,Storage,8.49,3,31,31.44
Office Supplies,Art,55.91,4,193,192.8
Office Supplies,Art,5.93,4,13,13.48
Office Supplies,Storage,15.7,4,63,62.8
Office Supplies,Appliances,113.85,5,407,406.6
Office Supplies,Art,13.45,5,35,35.4
Office Supplies,Paper,13.45,5,30,29.9
Office Supplies,Paper,16.85,6,37,37.44
Office Supplies,Art,6.44,8,24,23.84
Office Supplies,Paper,34.21,11,71,71.28
Office Supplies,Binders,9.44,2,26,26.03
Office Supplies,Binders,5.02,3,14,14.35
Office Supplies,Binders,35.65,3,98,98.35
Office Supplies,Storage,4.3,4,43,42.98
Office Supplies,Binders,22.16,5,61,61.12
Office Supplies,Binders,459.99,5,1472,1471.96
Office Supplies,Binders,-16.78,2,25,25.16
Office Supplies,Binders,-7.11,3,10,9.7
Office Supplies,Binders,-6.03,3,8,8.23
Office Supplies,Binders,-2.24,3,3,3.37
Office Supplies,Binders,-45.24,6,68,67.86
Office Supplies,Binders,-8.13,7,11,11.09
Office Supplies,Storage,9.73,1,35,34.76
Office Supplies,Storage,3.5,1,13,13.48
Office Supplies,Appliances,7.25,2,24,24.18
Office Supplies,Art,5.49,2,12,11.68
Office Supplies,Art,7.48,2,27,26.7
Office Supplies,Binders,5.65,2,13,12.56
Office Supplies,Binders,4.43,2,10,9.64
Office Supplies,Labels,3.6,2,8,7.5
Office Supplies,Paper,45.98,2,98,97.82
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Paper,7.98,2,16,15.96
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Storage,11.45,2,191,190.86
Office Supplies,Storage,2.6,2,65,64.96
Office Supplies,Appliances,14.62,3,34,33.99
Office Supplies,Art,4.58,3,14,13.89
Office Supplies,Art,35.62,3,132,131.94
Office Supplies,Binders,24.39,3,52,51.9
Office Supplies,Binders,7.78,3,16,16.2
Office Supplies,Binders,6.58,3,14,13.71
Office Supplies,Binders,20.12,3,43,42.81
Office Supplies,Binders,28.41,3,57,56.82
Office Supplies,Envelopes,38.32,3,82,81.54
Office Supplies,Fasteners,3.48,3,7,7.41
Office Supplies,Labels,6.87,3,15,14.94
Office Supplies,Paper,7.02,3,15,14.94
Office Supplies,Storage,17.18,3,286,286.29
Office Supplies,Supplies,6.63,3,26,25.5
Office Supplies,Art,8.29,4,26,25.92
Office Supplies,Binders,5.57,4,11,11.36
Office Supplies,Binders,15.51,4,34,33.72
Office Supplies,Binders,2504.22,4,5444,5443.96
Office Supplies,Storage,162.09,4,705,704.76
Office Supplies,Appliances,5.14,5,20,19.75
Office Supplies,Art,12.49,5,35,34.7
Office Supplies,Binders,18.09,5,40,40.2
Office Supplies,Envelopes,13.35,5,28,28.4
Office Supplies,Paper,11.88,5,26,26.4
Office Supplies,Paper,45.53,5,95,94.85
Office Supplies,Paper,11.7,5,25,24.9
Office Supplies,Paper,15.59,5,34,33.9
Office Supplies,Storage,21.16,5,81,81.4
Office Supplies,Storage,38.18,5,141,141.4
Office Supplies,Art,4.91,6,11,10.92
Office Supplies,Storage,20.69,6,690,689.82
Office Supplies,Storage,23.55,6,94,94.2
Office Supplies,Envelopes,49.1,7,107,106.75
Office Supplies,Paper,25.23,7,56,56.07
Office Supplies,Art,8.27,8,24,24.32
Office Supplies,Binders,219.99,8,478,478.24
Office Supplies,Art,7.09,10,22,21.5
Office Supplies,Envelopes,2.93,1,8,7.82
Office Supplies,Paper,1.44,1,4,3.98
Office Supplies,Paper,1.63,1,5,4.83
Office Supplies,Storage,1.33,1,27,26.63
Office Supplies,Supplies,-0.35,1,2,1.74
Office Supplies,Supplies,0.5,1,7,6.67
Office Supplies,Supplies,0.36,1,3,2.92
Office Supplies,Art,3.97,2,32,31.74
Office Supplies,Envelopes,5.09,2,16,15.65
Office Supplies,Labels,2.1,2,6,6
Office Supplies,Paper,22.48,2,62,62.02
Office Supplies,Paper,2.14,2,7,6.85
Office Supplies,Storage,6.04,2,60,60.42
Office Supplies,Art,0.69,3,7,6.91
Office Supplies,Art,0.79,3,7,7.06
Office Supplies,Art,1.58,3,14,14.04
Office Supplies,Art,0.9,3,10,10.27
Office Supplies,Fasteners,0.87,3,4,4.34
Office Supplies,Paper,3.4,3,11,10.9
Office Supplies,Paper,17.53,3,54,53.95
Office Supplies,Paper,23.23,3,74,74.35
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Paper,6.07,3,16,16.18
Office Supplies,Storage,-29.34,3,124,123.55
Office Supplies,Storage,27.91,3,372,372.14
Office Supplies,Art,8.67,4,99,99.14
Office Supplies,Fasteners,3.29,4,11,10.53
Office Supplies,Fasteners,3.63,4,11,11.17
Office Supplies,Fasteners,7.89,4,25,25.25
Office Supplies,Paper,5.28,4,17,16.9
Office Supplies,Art,0.71,5,7,7.12
Office Supplies,Paper,9.35,5,27,26.72
Office Supplies,Paper,79.69,5,220,219.84
Office Supplies,Storage,3.67,5,42,41.92
Office Supplies,Storage,5.6,5,45,44.84
Office Supplies,Supplies,3.07,5,41,40.92
Office Supplies,Envelopes,21.02,6,56,56.06
Office Supplies,Paper,6.42,6,21,20.54
Office Supplies,Art,5.88,7,67,67.14
Office Supplies,Paper,15.94,7,51,51.02
Office Supplies,Paper,10.46,7,33,33.49
Office Supplies,Paper,10.39,8,29,28.67
Office Supplies,Paper,13,9,36,35.86
Office Supplies,Binders,-2.84,1,2,1.72
Office Supplies,Appliances,-13.58,2,5,5.43
Office Supplies,Binders,-2.99,2,2,1.93
Office Supplies,Binders,-16.82,2,11,11.21
Office Supplies,Binders,-14.77,2,9,8.95
Office Supplies,Binders,-31.01,3,18,18.24
Office Supplies,Binders,-6.24,3,4,3.56
Office Supplies,Appliances,-30.87,4,12,11.65
Office Supplies,Binders,-79.34,4,51,51.18
Office Supplies,Binders,-426.99,4,244,243.99
Office Supplies,Appliances,-470.55,5,181,180.98
Office Supplies,Appliances,-766.01,5,295,294.62
Office Supplies,Binders,-17.25,5,11,10.78
Office Supplies,Binders,-8.03,5,5,5.18
Office Supplies,Binders,-32.98,5,22,21.99
Office Supplies,Binders,-13.02,6,8,7.66
Office Supplies,Appliances,-74.75,8,29,29.31
Office Supplies,Binders,-22.9,13,13,13.47
Office Supplies,Binders,3.62,1,7,7.38
Office Supplies,Labels,3.44,1,7,7.31
Office Supplies,Paper,20.09,1,41,40.99
Office Supplies,Storage,2.83,1,11,10.9
Office Supplies,Appliances,33.04,2,114,113.92
Office Supplies,Appliances,2.27,2,9,8.74
Office Supplies,Art,6.51,2,16,16.28
Office Supplies,Art,11.9,2,40,39.66
Office Supplies,Art,0.72,2,3,2.78
Office Supplies,Art,1.9,2,7,6.56
Office Supplies,Binders,5.87,2,13,12.76
Office Supplies,Binders,3.74,2,8,7.96
Office Supplies,Binders,15.68,2,34,34.08
Office Supplies,Envelopes,7.78,2,17,16.56
Office Supplies,Envelopes,35.98,2,80,79.96
Office Supplies,Labels,2.96,2,6,6.16
Office Supplies,Paper,27.88,2,62,61.96
Office Supplies,Paper,37.98,2,78,77.52
Office Supplies,Paper,53.26,2,111,110.96
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Paper,4.39,2,9,8.96
Office Supplies,Paper,4.68,2,10,9.96
Office Supplies,Paper,45.98,2,98,97.82
Office Supplies,Paper,4.78,2,10,10.16
Office Supplies,Storage,5.87,2,23,22.58
Office Supplies,Supplies,4.42,2,17,17
Office Supplies,Supplies,5.4,2,19,18.62
Office Supplies,Appliances,297.64,3,902,901.95
Office Supplies,Art,4.49,3,18,17.94
Office Supplies,Art,5.22,3,12,12.42
Office Supplies,Art,2.03,3,7,6.99
Office Supplies,Art,12.74,3,44,43.92
Office Supplies,Art,15.48,3,60,59.52
Office Supplies,Envelopes,11.23,3,23,22.92
Office Supplies,Envelopes,13.5,3,29,29.34
Office Supplies,Envelopes,8.79,3,18,17.94
Office Supplies,Labels,8.69,3,19,18.9
Office Supplies,Labels,5.2,3,11,11.07
Office Supplies,Labels,3.6,3,8,7.83
Office Supplies,Labels,10.31,3,22,21.93
Office Supplies,Paper,73.41,3,147,146.82
Office Supplies,Paper,80.79,3,165,164.88
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Storage,12.1,3,47,46.53
Office Supplies,Storage,9.89,3,37,36.63
Office Supplies,Storage,0.41,3,41,40.74
Office Supplies,Storage,120.95,3,465,465.18
Office Supplies,Storage,0,3,273,272.94
Office Supplies,Appliances,121.11,4,275,275.24
Office Supplies,Art,5.64,4,13,13.12
Office Supplies,Paper,37.56,4,80,79.92
Office Supplies,Paper,55.76,4,124,123.92
Office Supplies,Paper,10.76,4,24,23.92
Office Supplies,Paper,17.98,4,40,39.96
Office Supplies,Storage,8.3,4,32,31.92
Office Supplies,Art,18.72,5,49,49.25
Office Supplies,Binders,13.37,5,30,29.7
Office Supplies,Labels,9,5,19,18.75
Office Supplies,Appliances,76.32,6,294,293.52
Office Supplies,Art,22.46,6,59,59.1
Office Supplies,Binders,40.52,6,88,88.08
Office Supplies,Binders,20.59,6,44,43.8
Office Supplies,Fasteners,6.97,6,15,14.82
Office Supplies,Paper,20.73,6,44,44.1
Office Supplies,Paper,18.66,6,39,38.88
Office Supplies,Paper,99.94,6,213,212.64
Office Supplies,Paper,9.94,6,22,21.6
Office Supplies,Storage,286.38,6,1591,1591.02
Office Supplies,Art,74.57,7,287,286.79
Office Supplies,Binders,116.39,7,242,242.48
Office Supplies,Binders,210.49,7,448,447.86
Office Supplies,Labels,12.14,7,26,25.83
Office Supplies,Appliances,735.03,8,2625,2625.12
Office Supplies,Labels,27.49,8,58,58.48
Office Supplies,Paper,36.02,8,75,75.04
Office Supplies,Storage,27.93,8,107,107.44
Office Supplies,Art,22.24,9,60,60.12
Office Supplies,Fasteners,13.32,9,30,29.61
Office Supplies,Storage,362.84,9,1396,1395.54
Office Supplies,Binders,21.02,10,44,43.8
Office Supplies,Paper,91.06,10,190,189.7
Office Supplies,Paper,49.01,14,109,108.92
Office Supplies,Binders,3.71,1,11,11.42
Office Supplies,Art,1.63,2,19,18.66
Office Supplies,Binders,6.04,2,17,17.25
Office Supplies,Binders,11.75,2,34,33.57
Office Supplies,Binders,1.21,2,3,3.33
Office Supplies,Binders,11.75,2,34,33.57
Office Supplies,Binders,4.28,2,12,11.81
Office Supplies,Paper,3.76,2,10,10.37
Office Supplies,Storage,-25.11,2,118,118.16
Office Supplies,Storage,-55.26,2,221,221.02
Office Supplies,Supplies,1.15,2,9,9.18
Office Supplies,Art,1.24,3,10,9.91
Office Supplies,Art,1.75,3,14,14.02
Office Supplies,Binders,6.33,3,17,17.47
Office Supplies,Binders,3.09,3,9,9.14
Office Supplies,Binders,47.06,3,139,139.44
Office Supplies,Binders,3.68,3,11,10.51
Office Supplies,Envelopes,2.88,3,9,8.86
Office Supplies,Labels,2.51,3,7,6.91
Office Supplies,Labels,10.15,3,30,30.07
Office Supplies,Paper,23.23,3,74,74.35
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Storage,48.99,3,436,435.5
Office Supplies,Storage,-2.44,3,39,38.98
Office Supplies,Supplies,4.25,3,38,37.75
Office Supplies,Art,0.62,4,8,8.26
Office Supplies,Paper,3.74,4,12,11.52
Office Supplies,Paper,5.78,4,16,15.94
Office Supplies,Paper,5.52,4,15,15.23
Office Supplies,Paper,7.05,4,22,21.7
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Appliances,11.49,5,92,91.92
Office Supplies,Appliances,6.04,5,48,48.36
Office Supplies,Art,1.79,5,24,23.92
Office Supplies,Art,5.3,5,22,22.32
Office Supplies,Envelopes,17.52,5,47,46.72
